POSTNR	POSTSTAD	POSTNR- OG STAD	BRUKSOMRÅDE	FOLKETAL	BYDEL	KOMMNR	KOMMUNE	FYLKE	LAT	LON	DATAKVALITET	DATAKVALITETSFORKLARING	SIST OPPDATERT
7167	Vallersund	7167 VALLERSUND	Gate-/veg-adresse	714		1627	Bjugn	Sør-Trøndelag	63.84458	9.72391	1	Koordinatane gjeld postkontoret	2013-09-19 00:52:45
7168	Lysøysundet	7168 LYSØYSUNDET	Gateadresser og postboksar	597		1627	Bjugn	Sør-Trøndelag	63.88487	9.86984	1	Koordinatane gjeld postkontoret	2013-09-17 14:08:08
7169	Åfjord	7169 ÅFJORD	Postboksar			1630	Åfjord	Sør-Trøndelag	63.96475	10.21111	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:58
7170	Åfjord	7170 ÅFJORD	Gate-/veg-adresse	2588		1630	Åfjord	Sør-Trøndelag	63.9648	10.2111	1	Koordinatane gjeld postkontoret	2013-09-17 14:08:08
7176	Linesøya	7176 LINESØYA	Gate-/veg-adresse	73		1630	Åfjord	Sør-Trøndelag	64.0239	9.9056	2	Koordinatane er retta av Erik Bolstad	2012-09-28 16:55:30
7177	Revsnes	7177 REVSNES	Gateadresser og postboksar	297		1630	Åfjord	Sør-Trøndelag	64.03825	10.05639	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:58
7178	Stokkøy	7178 STOKKØY	Gateadresser og postboksar	270		1630	Åfjord	Sør-Trøndelag	64.04745	10.01837	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:58
7180	Roan	7180 ROAN	Gateadresser og postboksar	532		1632	Roan	Sør-Trøndelag	64.17297	10.22502	1	Koordinatane gjeld postkontoret	2011-10-11 09:57:25
7190	Bessaker	7190 BESSAKER	Gate-/veg-adresse	210		1632	Roan	Sør-Trøndelag	64.24754	10.31966	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:58
7194	Brandsfjord	7194 BRANDSFJORD	Gate-/veg-adresse	252		1632	Roan	Sør-Trøndelag	64.1879	10.421	5	Koordinatane er retta av ein yr.no-brukar	2012-09-28 19:49:50
7200	Kyrksæterøra	7200 KYRKSÆTERØRA	Gate-/veg-adresse	3408		1612	Hemne	Sør-Trøndelag	63.2906	9.0891	2	Koordinatane er retta av Erik Bolstad	2013-09-20 11:30:35
7201	Kyrksæterøra	7201 KYRKSÆTERØRA	Postboksar			1612	Hemne	Sør-Trøndelag	63.29326	9.08480	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:57
7203	Vinjeøra	7203 VINJEØRA	Gate-/veg-adresse	410		1612	Hemne	Sør-Trøndelag	63.2059	8.9860	2	Koordinatane er retta av Erik Bolstad	2013-09-17 14:08:08
7206	Hellandsjøen	7206 HELLANDSJØEN	Gate-/veg-adresse	388		1612	Hemne	Sør-Trøndelag	63.4039	8.9809	2	Koordinatane er retta av Erik Bolstad	2013-09-19 10:00:07
7211	Korsvegen	7211 KORSVEGEN	Postboksar			1653	Melhus	Sør-Trøndelag	63.16063	10.09945	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:57
7212	Korsvegen	7212 KORSVEGEN	Gate-/veg-adresse	1005		1653	Melhus	Sør-Trøndelag	63.1611	10.0993	2	Koordinatane er retta av Erik Bolstad	2013-09-17 14:08:08
7213	Gåsbakken	7213 GÅSBAKKEN	Gate-/veg-adresse	537		1653	Melhus	Sør-Trøndelag	63.1136	9.9855	2	Koordinatane er retta av Erik Bolstad	2013-09-20 11:30:39
7221	Melhus	7221 MELHUS	Postboksar			1653	Melhus	Sør-Trøndelag	63.2855	10.2761	1	Koordinatane gjeld postkontoret	0000-00-00 00:00:00
7223	Melhus	7223 MELHUS	Postboksar			1653	Melhus	Sør-Trøndelag	63.28584	10.2755	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:57
7224	Melhus	7224 MELHUS	Gate-/veg-adresse	5857		1653	Melhus	Sør-Trøndelag	63.2856	10.2781	2	Koordinatane er retta av Erik Bolstad	2013-09-20 11:30:42
7227	Gimse	7227 GIMSE	Gate-/veg-adresse	1859		1653	Melhus	Sør-Trøndelag	63.2748	10.2442	3	Koordinatane er kontrollerte av ein yr.no-brukar	2013-09-17 14:08:08
7228	Kvål	7228 KVÅL	Gate-/veg-adresse	1339		1653	Melhus	Sør-Trøndelag	63.2314	10.28	5	Koordinatane er retta av ein yr.no-brukar	2013-09-17 14:08:08
7231	Lundamo	7231 LUNDAMO	Postboksar			1653	Melhus	Sør-Trøndelag	63.15228	10.28224	1	Koordinatane gjeld postkontoret	2011-10-11 09:57:24
7232	Lundamo	7232 LUNDAMO	Gate-/veg-adresse	1737		1653	Melhus	Sør-Trøndelag	63.1517	10.2859	3	Koordinatane er kontrollerte av ein yr.no-brukar	2013-09-17 14:08:08
7234	Ler	7234 LER	Gate-/veg-adresse	1257		1653	Melhus	Sør-Trøndelag	63.1980	10.3016	2	Koordinatane er retta av Erik Bolstad	2013-09-19 21:46:09
7235	Ler	7235 LER	Postboksar			1653	Melhus	Sør-Trøndelag	63.19775	10.30147	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:57
7236	Hovin i Gauldal	7236 HOVIN I GAULDAL	Gate-/veg-adresse	1340		1653	Melhus	Sør-Trøndelag	63.1056	10.2236	1	Koordinatane gjeld postkontoret	2013-09-17 14:08:08
7238	Hovin i Gauldal	7238 HOVIN I GAULDAL	Postboksar			1653	Melhus	Sør-Trøndelag	63.10789	10.2253	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:57
7239	Hitra	7239 HITRA	Postboksar			1617	Hitra	Sør-Trøndelag	63.60100	8.97757	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:47
7240	Hitra	7240 HITRA	Gate-/veg-adresse	989		1617	Hitra	Sør-Trøndelag	63.6064	8.9696	2	Koordinatane er retta av Erik Bolstad	2012-09-28 16:55:30
7241	Ansnes	7241 ANSNES	Gate-/veg-adresse	231		1617	Hitra	Sør-Trøndelag	63.6386	8.9917	2	Koordinatane er retta av Erik Bolstad	2012-09-28 16:55:30
7242	Knarrlagsund	7242 KNARRLAGSUND	Gateadresser og postboksar	638		1617	Hitra	Sør-Trøndelag	63.66400	9.07794	1	Koordinatane gjeld postkontoret	2011-10-11 09:57:12
7243	Kvenvær	7243 KVENVÆR	Gateadresser og postboksar	270		1617	Hitra	Sør-Trøndelag	63.53346	8.38983	1	Koordinatane gjeld postkontoret	2011-10-11 09:57:25
7246	Sandstad	7246 SANDSTAD	Gate-/veg-adresse	547		1617	Hitra	Sør-Trøndelag	63.53694	9.13874	1	Koordinatane gjeld postkontoret	2011-10-11 09:57:25
7247	Hestvika	7247 HESTVIKA	Gate-/veg-adresse	547		1617	Hitra	Sør-Trøndelag	63.5651	9.1962	5	Koordinatane er retta av ein yr.no-brukar	2012-09-28 16:57:29
7250	Melandsjø	7250 MELANDSJØ	Gate-/veg-adresse	669		1617	Hitra	Sør-Trøndelag	63.6288	8.7299	5	Koordinatane er retta av ein yr.no-brukar	2012-09-28 16:57:29
7252	Dolmøy	7252 DOLMØY	Gate-/veg-adresse	447		1617	Hitra	Sør-Trøndelag	63.65401	8.77659	1	Koordinatane gjeld postkontoret	2011-10-11 09:57:25
7255	Sundlandet	7255 SUNDLANDET	Gate-/veg-adresse	205		1613	Snillfjord	Sør-Trøndelag	63.4965	9.1798	2	Koordinatane er retta av Erik Bolstad	2012-09-28 16:55:30
7256	Hemnskjela	7256 HEMNSKJELA	Gate-/veg-adresse	92		1613	Snillfjord	Sør-Trøndelag	63.4950	9.1319	2	Koordinatane er retta av Erik Bolstad	2013-09-20 11:30:47
7257	Snillfjord	7257 SNILLFJORD	Gate-/veg-adresse	695		1613	Snillfjord	Sør-Trøndelag	63.4002	9.497	5	Koordinatane er retta av ein yr.no-brukar	2012-09-28 16:57:29
7259	Snillfjord	7259 SNILLFJORD	Postboksar			1613	Snillfjord	Sør-Trøndelag	63.40026	9.50156	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:58
7260	Sistranda	7260 SISTRANDA	Gate-/veg-adresse	823		1620	Frøya	Sør-Trøndelag	63.7259	8.8336	2	Koordinatane er retta av Erik Bolstad	2012-09-28 16:55:30
7261	Sistranda	7261 SISTRANDA	Postboksar			1620	Frøya	Sør-Trøndelag	63.73053	8.82681	1	Koordinatane gjeld postkontoret	2011-10-11 09:57:25
7263	Hamarvik	7263 HAMARVIK	Gate-/veg-adresse	1023		1620	Frøya	Sør-Trøndelag	63.6969	8.8070	2	Koordinatane er retta av Erik Bolstad	2012-09-28 16:55:30
7264	Hamarvik	7264 HAMARVIK	Postboksar			1620	Frøya	Sør-Trøndelag	63.69848	8.80581	1	Koordinatane gjeld postkontoret	2011-10-11 09:57:25
7266	Kverva	7266 KVERVA	Gateadresser og postboksar	373		1620	Frøya	Sør-Trøndelag	63.70561	8.56291	1	Koordinatane gjeld postkontoret	2012-09-28 19:49:50
7268	Titran	7268 TITRAN	Gate-/veg-adresse	112		1620	Frøya	Sør-Trøndelag	63.6686	8.3063	2	Koordinatane er retta av Erik Bolstad	2012-09-28 16:55:30
7270	Dyrvik	7270 DYRVIK	Gate-/veg-adresse	1195		1620	Frøya	Sør-Trøndelag	63.7566	8.8219	2	Koordinatane er retta av Erik Bolstad	2012-09-28 16:55:30
7273	Norddyrøy	7273 NORDDYRØY	Gateadresser og postboksar	398		1620	Frøya	Sør-Trøndelag	63.79779	8.68236	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:58
7280	Sula	7280 SULA	Gateadresser og postboksar	75		1620	Frøya	Sør-Trøndelag	63.84611	8.45865	1	Koordinatane gjeld postkontoret	2011-10-11 09:57:25
7282	Bogøyvær	7282 BOGØYVÆR	Gate-/veg-adresse	24		1620	Frøya	Sør-Trøndelag	63.8710	8.5502	2	Koordinatane er retta av Erik Bolstad	2012-09-28 16:55:30
7284	Mausund	7284 MAUSUND	Gateadresser og postboksar	246		1620	Frøya	Sør-Trøndelag	63.86804	8.66415	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:58
7285	Gjæsingen	7285 GJÆSINGEN	Gate-/veg-adresse	7		1620	Frøya	Sør-Trøndelag	63.9273	8.8994	2	Koordinatane er retta av Erik Bolstad	2012-09-28 16:55:30
7286	Sørburøy	7286 SØRBURØY	Gate-/veg-adresse	46		1620	Frøya	Sør-Trøndelag	63.9777	9.0805	2	Koordinatane er retta av Erik Bolstad	2012-09-28 16:55:30
7287	Sauøy	7287 SAUØY	Gate-/veg-adresse	0		1620	Frøya	Sør-Trøndelag	63.9996	9.1742	2	Koordinatane er retta av Erik Bolstad	2012-09-28 16:55:30
7288	Soknedal	7288 SOKNEDAL	Gate-/veg-adresse	1822		1648	Midtre Gauldal	Sør-Trøndelag	 62.9510	10.1887	2	Koordinatane er retta av Erik Bolstad	2012-09-28 16:55:30
7289	Soknedal	7289 SOKNEDAL	Postboksar			1648	Midtre Gauldal	Sør-Trøndelag	62.95102	10.18954	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:57
7290	Støren	7290 STØREN	Gate-/veg-adresse	2368		1648	Midtre Gauldal	Sør-Trøndelag	63.0391	10.2850	2	Koordinatane er retta av Erik Bolstad	2013-09-17 14:08:08
7291	Støren	7291 STØREN	Postboksar			1648	Midtre Gauldal	Sør-Trøndelag	63.04798	10.28324	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:57
7295	Rognes	7295 ROGNES	Gate-/veg-adresse	270		1648	Midtre Gauldal	Sør-Trøndelag	63.0071	10.4526	2	Koordinatane er retta av Erik Bolstad	2012-09-28 16:55:30
7298	Budalen	7298 BUDALEN	Gate-/veg-adresse	519		1648	Midtre Gauldal	Sør-Trøndelag	62.8823	10.4831	3	Koordinatane er kontrollerte av ein yr.no-brukar	2012-09-28 16:57:29
7300	Orkanger	7300 ORKANGER	Gate-/veg-adresse	5614		1638	Orkdal	Sør-Trøndelag	63.3122	9.8535	2	Koordinatane er retta av Erik Bolstad	2013-09-19 21:30:50
7301	Orkanger	7301 ORKANGER	Postboksar			1638	Orkdal	Sør-Trøndelag	63.29764	9.84446	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:57
7302	Orkanger	7302 ORKANGER	Postboksar			1638	Orkdal	Sør-Trøndelag	63.2976	9.8445	1	Koordinatane gjeld postkontoret	0000-00-00 00:00:00
7310	Gjølme	7310 GJØLME	Gate-/veg-adresse	641		1638	Orkdal	Sør-Trøndelag	63.3161	9.8100	2	Koordinatane er retta av Erik Bolstad	2013-09-17 14:08:08
7315	Lensvik	7315 LENSVIK	Postboksar			1622	Agdenes	Sør-Trøndelag	63.49564	9.84187	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:58
7316	Lensvik	7316 LENSVIK	Gate-/veg-adresse	1244		1622	Agdenes	Sør-Trøndelag	63.5139	9.8061	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
7318	Agdenes	7318 AGDENES	Gate-/veg-adresse	472		1622	Agdenes	Sør-Trøndelag	63.6195	9.6376	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
7319	Agdenes	7319 AGDENES	Postboksar			1622	Agdenes	Sør-Trøndelag	63.61523	9.71242	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:58
7320	Fannrem	7320 FANNREM	Gate-/veg-adresse	4043		1638	Orkdal	Sør-Trøndelag	63.2665	9.8158	2	Koordinatane er retta av Erik Bolstad	2013-09-17 14:08:08
7321	Fannrem	7321 FANNREM	Postboksar			1638	Orkdal	Sør-Trøndelag	63.26597	9.80403	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:57
7327	Svorkmo	7327 SVORKMO	Gate-/veg-adresse	1077		1638	Orkdal	Sør-Trøndelag	63.1696	9.7425	2	Koordinatane er retta av Erik Bolstad	2013-09-19 13:06:11
7329	Svorkmo	7329 SVORKMO	Postboksar			1638	Orkdal	Sør-Trøndelag	63.17108	9.73838	1	Koordinatane gjeld postkontoret	2011-10-11 09:57:24
7331	Løkken Verk	7331 LØKKEN VERK	Postboksar			1636	Meldal	Sør-Trøndelag	63.12662	9.70524	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:57
7332	Løkken Verk	7332 LØKKEN VERK	Gate-/veg-adresse	1560		1636	Meldal	Sør-Trøndelag	63.1257	9.7047	2	Koordinatane er retta av Erik Bolstad	2013-09-20 11:30:56
7333	Storås	7333 STORÅS	Postboksar			1636	Meldal	Sør-Trøndelag	63.09621	9.59952	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:57
7334	Storås	7334 STORÅS	Gate-/veg-adresse	727		1636	Meldal	Sør-Trøndelag	63.096	9.5971	2	Koordinatane er retta av Erik Bolstad	2013-09-20 11:31:00
7335	Jerpstad	7335 JERPSTAD	Gate-/veg-adresse	571		1636	Meldal	Sør-Trøndelag	62.98467	9.74065	1	Koordinatane gjeld postkontoret	2013-09-17 14:08:08
7336	Meldal	7336 MELDAL	Gate-/veg-adresse	997		1636	Meldal	Sør-Trøndelag	63.0472	9.7134	2	Koordinatane er retta av Erik Bolstad	2013-09-20 11:31:04
7338	Meldal	7338 MELDAL	Postboksar			1636	Meldal	Sør-Trøndelag	63.04654	9.70891	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:57
7340	Oppdal	7340 OPPDAL	Gate-/veg-adresse	6186		1634	Oppdal	Sør-Trøndelag	62.5943	9.6912	2	Koordinatane er retta av Erik Bolstad	2013-09-17 14:08:08
7341	Oppdal	7341 OPPDAL	Postboksar			1634	Oppdal	Sør-Trøndelag	62.59447	9.68963	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:56
7342	Lønset	7342 LØNSET	Gate-/veg-adresse	244		1634	Oppdal	Sør-Trøndelag	62.5832	9.3438	2	Koordinatane er retta av Erik Bolstad	2013-09-17 14:08:08
7343	Vognill	7343 VOGNILL	Gate-/veg-adresse	69		1634	Oppdal	Sør-Trøndelag	62.6152	9.5704	2	Koordinatane er retta av Erik Bolstad	2011-11-18 00:39:24
7345	Driva	7345 DRIVA	Gate-/veg-adresse	161		1634	Oppdal	Sør-Trøndelag	62.5333	9.6323	2	Koordinatane er retta av Erik Bolstad	2013-09-20 11:50:30
7350	Buvika	7350 BUVIKA	Gate-/veg-adresse	2787		1657	Skaun	Sør-Trøndelag	63.3117	10.1864	2	Koordinatane er retta av Erik Bolstad	2013-09-20 11:50:35
7351	Buvika	7351 BUVIKA	Postboksar			1657	Skaun	Sør-Trøndelag	63.31284	10.1855	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:57
7353	Børsa	7353 BØRSA	Gate-/veg-adresse	1736		1657	Skaun	Sør-Trøndelag	63.3267	10.0692	2	Koordinatane er retta av Erik Bolstad	2013-09-20 12:45:13
7354	Viggja	7354 VIGGJA	Gate-/veg-adresse	587		1657	Skaun	Sør-Trøndelag	63.3452	9.9909	2	Koordinatane er retta av Erik Bolstad	2013-09-17 14:08:08
7355	Eggkleiva	7355 EGGKLEIVA	Gate-/veg-adresse	484		1657	Skaun	Sør-Trøndelag	63.2817	10.0499	2	Koordinatane er retta av Erik Bolstad	2013-09-17 14:08:08
7357	Skaun	7357 SKAUN	Gateadresser og postboksar	1156		1657	Skaun	Sør-Trøndelag	63.25037	10.05685	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:57
7358	Børsa	7358 BØRSA	Postboksar			1657	Skaun	Sør-Trøndelag	63.32350	10.06531	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:48
7361	Røros	7361 RØROS	Postboksar			1640	Røros	Sør-Trøndelag	62.57372	11.38098	1	Koordinatane gjeld postkontoret	2011-10-11 09:57:23
7366	Røros (ikkje i bruk)	7366 RØROS (ikkje i bruk)	Postboksar			1640	Røros	Sør-Trøndelag	62.5747	11.3842	2	Koordinatane er retta av Erik Bolstad	2012-09-07 08:46:23
7370	Brekkebygd	7370 BREKKEBYGD	Gate-/veg-adresse	304		1640	Røros	Sør-Trøndelag	62.64763	11.86639	1	Koordinatane gjeld postkontoret	2011-10-11 09:57:23
7372	Glåmos	7372 GLÅMOS	Gate-/veg-adresse	624		1640	Røros	Sør-Trøndelag	62.67381	11.41864	1	Koordinatane gjeld postkontoret	2013-09-17 14:08:08
7374	Røros	7374 RØROS	Gate-/veg-adresse	4650		1640	Røros	Sør-Trøndelag	62.5747	11.3842	2	Koordinatane er retta av Erik Bolstad	2013-09-17 14:08:08
7380	Ålen	7380 ÅLEN	Gate-/veg-adresse	1493		1644	Holtålen	Sør-Trøndelag	62.8419	11.3013	2	Koordinatane er retta av Erik Bolstad	2013-09-19 00:32:03
7383	Haltdalen	7383 HALTDALEN	Gate-/veg-adresse	558		1644	Holtålen	Sør-Trøndelag	62.92479	11.15315	1	Koordinatane gjeld postkontoret	2013-09-19 10:12:47
7384	Ålen	7384 ÅLEN	Postboksar			1644	Holtålen	Sør-Trøndelag	62.84186	11.30228	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:57
7386	Singsås	7386 SINGSÅS	Postboksar			1648	Midtre Gauldal	Sør-Trøndelag	62.94253	10.65131	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:57
7387	Singsås	7387 SINGSÅS	Gateadresser og postboksar	1031		1648	Midtre Gauldal	Sør-Trøndelag	62.97315	10.56135	1	Koordinatane gjeld postkontoret	2011-10-11 09:57:24
7391	Rennebu	7391 RENNEBU	Gate-/veg-adresse	1240		1635	Rennebu	Sør-Trøndelag	62.8288	10.0104	3	Koordinatane er kontrollerte av ein yr.no-brukar	2013-09-17 14:08:08
7392	Rennebu	7392 RENNEBU	Gate-/veg-adresse	355		1635	Rennebu	Sør-Trøndelag	62.8489	9.8576	5	Koordinatane er retta av ein yr.no-brukar	0000-00-00 00:00:00
7393	Rennebu	7393 RENNEBU	Gate-/veg-adresse	588		1635	Rennebu	Sør-Trøndelag	62.87215	9.83988	1	Koordinatane gjeld postkontoret	2011-10-11 09:57:24
7397	Rennebu	7397 RENNEBU	Gate-/veg-adresse	186		1635	Rennebu	Sør-Trøndelag	62.7479	9.9837	5	Koordinatane er retta av ein yr.no-brukar	0000-00-00 00:00:00
7398	Rennebu	7398 RENNEBU	Gate-/veg-adresse	287		1635	Rennebu	Sør-Trøndelag	62.7195	10.0292	5	Koordinatane er retta av ein yr.no-brukar	0000-00-00 00:00:00
7399	Rennebu	7399 RENNEBU	Postboksar			1635	Rennebu	Sør-Trøndelag	62.82770	10.00987	1	Koordinatane gjeld postkontoret	2011-10-11 09:57:13
7400	Trondheim	7400 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.432	10.399	1	Koordinatane gjeld postkontoret	0000-00-00 00:00:00
7401	Trondheim	7401 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.43199	10.39904	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:58
7402	Trondheim	7402 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.432	10.399	1	Koordinatane gjeld postkontoret	0000-00-00 00:00:00
7403	Trondheim	7403 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.432	10.399	1	Koordinatane gjeld postkontoret	0000-00-00 00:00:00
7404	Trondheim	7404 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.432	10.399	1	Koordinatane gjeld postkontoret	0000-00-00 00:00:00
7405	Trondheim	7405 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.432	10.399	1	Koordinatane gjeld postkontoret	0000-00-00 00:00:00
7406	Trondheim	7406 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.432	10.399	1	Koordinatane gjeld postkontoret	0000-00-00 00:00:00
7407	Trondheim	7407 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.432	10.399	1	Koordinatane gjeld postkontoret	0000-00-00 00:00:00
7408	Trondheim	7408 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.432	10.399	1	Koordinatane gjeld postkontoret	0000-00-00 00:00:00
7409	Trondheim	7409 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.432	10.399	1	Koordinatane gjeld postkontoret	0000-00-00 00:00:00
7410	Trondheim	7410 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.432	10.399	1	Koordinatane gjeld postkontoret	0000-00-00 00:00:00
7411	Trondheim	7411 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.432	10.399	1	Koordinatane gjeld postkontoret	0000-00-00 00:00:00
7412	Trondheim	7412 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.432	10.399	1	Koordinatane gjeld postkontoret	0000-00-00 00:00:00
7413	Trondheim	7413 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.432	10.399	1	Koordinatane gjeld postkontoret	0000-00-00 00:00:00
7414	Trondheim	7414 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.432	10.399	1	Koordinatane gjeld postkontoret	0000-00-00 00:00:00
7415	Trondheim	7415 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.432	10.399	1	Koordinatane gjeld postkontoret	0000-00-00 00:00:00
7416	Trondheim	7416 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.432	10.399	1	Koordinatane gjeld postkontoret	0000-00-00 00:00:00
7417	Trondheim	7417 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.431	10.3898	1	Koordinatane gjeld postkontoret	0000-00-00 00:00:00
7418	Trondheim	7418 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.43008	10.39041	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:58
7419	Trondheim	7419 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.431	10.3898	1	Koordinatane gjeld postkontoret	0000-00-00 00:00:00
7420	Trondheim	7420 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.41381	10.35175	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:58
7421	Trondheim	7421 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.42691	10.36946	1	Koordinatane gjeld postkontoret	2011-10-11 09:57:24
7422	Trondheim	7422 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.40412	10.33565	1	Koordinatane gjeld postkontoret	2011-10-11 09:57:24
7424	Trondheim	7424 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.38739	10.33019	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:58
7425	Trondheim	7425 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.40748	10.35789	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:58
7426	Trondheim	7426 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.42719	10.3493	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:58
7427	Trondheim	7427 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.39352	10.37166	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:58
7428	Trondheim	7428 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.43100	10.36012	1	Koordinatane gjeld postkontoret	2011-10-11 09:57:12
7429	Trondheim	7429 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.37828	10.36444	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:58
7430	Trondheim	7430 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.40291	10.42739	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:58
7431	Trondheim	7431 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.39152	10.43021	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:58
7432	Trondheim	7432 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.41968	10.39489	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:58
7433	Trondheim	7433 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.4197	10.3949	1	Koordinatane gjeld postkontoret	0000-00-00 00:00:00
7434	Trondheim	7434 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.39611	10.39443	1	Koordinatane gjeld postkontoret	2011-10-11 09:57:24
7435	Trondheim	7435 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.3961	10.3942	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
7436	Trondheim	7436 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.3961	10.3942	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
7437	Trondheim	7437 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.3961	10.3942	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
7438	Trondheim	7438 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.3961	10.3942	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
7439	Trondheim	7439 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.3961	10.3942	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
7440	Trondheim	7440 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.44742	10.44485	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:58
7441	Trondheim	7441 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.4474	10.4449	1	Koordinatane gjeld postkontoret	0000-00-00 00:00:00
7442	Trondheim	7442 TRONDHEIM	Postboksar			1601	Trondheim	Sør-Trøndelag	63.4474	10.4449	1	Koordinatane gjeld postkontoret	0000-00-00 00:00:00
